Timestep;Price;HV_LOAD;beta_co;beta_gc;Input_D_LV_MED;Input_D_MV_LOAD;Input_D_LV_HIGH;Input_D_LV_LOW;Total_Input_Demand;lambda_EOM_cap_LV_MED;E_EOM_LV_MED;lambda_EOM_0_LV_MED;D_EOM_cap_LV_MED;lambda_EOM_cap_MV_LOAD;E_EOM_MV_LOAD;lambda_EOM_0_MV_LOAD;D_EOM_cap_MV_LOAD;lambda_EOM_cap_LV_HIGH;E_EOM_LV_HIGH;lambda_EOM_0_LV_HIGH;D_EOM_cap_LV_HIGH;lambda_EOM_cap_LV_LOW;E_EOM_LV_LOW;lambda_EOM_0_LV_LOW;D_EOM_cap_LV_LOW;G_WindOnshore;G_Baseload;G_MidMerit;G_Peak;C_MidMerit;C_Baseload;C_Peak;C_WindOnshore;G_LV_MED;G_MV_LOAD;G_LV_HIGH;G_LV_LOW;ENS_LV_MED;ENS_MV_LOAD;ENS_LV_HIGH;ENS_LV_LOW;D_LV_MED;D_MV_LOAD;D_LV_HIGH;D_LV_LOW;D_elastic_LV_MED;D_elastic_MV_LOAD;D_elastic_LV_HIGH;D_elastic_LV_LOW;ENS_involuntary_LV_MED;ENS_involuntary_MV_LOAD;ENS_involuntary_LV_HIGH;ENS_involuntary_LV_LOW;PV_LV_MED;PV_MV_LOAD;PV_LV_HIGH;PV_LV_LOW;PV_Total;Total_ENS;Consumer_Demand;Total_Demand;λ_cCM;C_system_total;C_cCM_vol;C_cCM_MidMerit;C_cCM_Baseload;C_cCM_Peak;C_cCM_WindOnshore
11.0;0.15373;1.47439;0.5;0.5;1.5;4.75;3.66;0.198;10.108;2.0;-4.99968;7.62464;1.125;1.0;-0.74831;3.66587;3.5625;1.2;-1.18128;4.44261;2.745;2.5;-47.69659;9.58294;0.1485;0.153;5.91098;3.55109;1.77193;3.55114;5.91105;2.50082;4.5;-1.44928;-4.6484;-3.63071;-0.18419;0.0;0.0;0.0;0.0;1.49428;4.6934;3.63071;0.19769;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.045;0.045;0.0;0.0135;0.1035;0.0;10.01608;11.49046;0.00276;16.46301;11.96299;3.55113;5.91103;2.50082;0.0
12.0;0.15441;1.61717;0.5;0.5;1.26;4.95;3.99;0.231;10.431;2.0;-5.952;7.62464;0.945;1.0;-0.71808;3.66587;3.7125;1.2;-1.08358;4.44261;2.9925;2.5;-40.88279;9.58294;0.17325;0.135;5.91098;3.55109;2.11185;3.55114;5.91105;2.50082;4.5;-1.15008;-4.78507;-3.95744;-0.19912;0.0;0.0;0.0;0.0;1.25508;4.89007;3.95744;0.23062;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.105;0.105;0.0;0.0315;0.2415;0.0;10.33321;11.95038;0.00276;16.46301;11.96299;3.55113;5.91103;2.50082;0.0
13.0;0.15508;1.33986;0.5;0.5;1.5;5.35;3.99;0.264;11.104;2.0;-4.99968;7.62464;1.125;1.0;-0.66439;3.66587;4.0125;1.2;-1.08358;4.44261;2.9925;2.5;-35.77244;9.58294;0.198;0.09;5.91098;3.55109;2.44142;3.55114;5.91105;2.50082;4.5;-1.34401;-5.13422;-3.95682;-0.21855;0.0;0.0;0.0;0.0;1.49401;5.28422;3.95682;0.26355;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.15;0.15;0.0;0.045;0.345;0.0;10.9986;12.33846;0.00276;16.46301;11.96299;3.55113;5.91103;2.50082;0.0
14.0;0.15489;1.43779;0.5;0.5;1.86;5.055;3.69;0.33;10.935;2.0;-4.032;7.62464;1.395;1.0;-0.70316;3.66587;3.79125;1.2;-1.17168;4.44261;2.7675;2.5;-28.61795;9.58294;0.2475;0.045;5.91098;3.55109;2.35141;3.55114;5.91105;2.50082;4.5;-1.67262;-4.81311;-3.65948;-0.27545;0.0;0.0;0.0;0.0;1.85262;4.99311;3.65948;0.32945;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.18;0.18;0.0;0.054;0.414;0.0;10.83465;12.27245;0.00276;16.46301;11.96299;3.55113;5.91103;2.50082;0.0
15.0;0.1528;1.2599;0.5;0.5;1.5;4.95;3.36;0.198;10.008;2.0;-4.99968;7.62464;1.125;1.0;-0.71808;3.66587;3.7125;1.2;-1.28675;4.44261;2.52;2.5;-47.69659;9.58294;0.1485;0.0675;5.91098;3.55109;1.30371;3.55114;5.91105;2.50082;4.5;-1.34446;-4.74232;-3.33384;-0.15271;0.0;0.0;0.0;0.0;1.49446;4.89232;3.33384;0.19771;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.15;0.15;0.0;0.045;0.345;0.0;9.91833;11.17823;0.00276;16.46301;11.96299;3.55113;5.91103;2.50082;0.0
16.0;0.15469;1.23028;0.5;0.5;1.26;4.95;4.5;0.198;10.908;2.0;-5.952;7.62464;0.945;1.0;-0.71808;3.66587;3.7125;1.2;-0.96077;4.44261;3.375;2.5;-47.69659;9.58294;0.1485;0.045;5.91098;3.55109;2.25261;3.55114;5.91105;2.50082;4.5;-1.13503;-4.76968;-4.46298;-0.16167;0.0;0.0;0.0;0.0;1.25503;4.88968;4.46298;0.19767;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.12;0.12;0.0;0.036;0.276;0.0;10.80536;12.03564;0.00276;16.46301;11.96299;3.55113;5.91103;2.50082;0.0
17.0;0.25094;1.27699;0.5;0.5;3.0;4.95;2.85;0.51;11.31;2.0;-2.49984;7.62464;2.25;1.0;-0.71808;3.66587;3.7125;1.2;-1.51701;4.44261;2.1375;2.5;-18.5175;9.58294;0.3825;0.045;5.91101;3.55112;2.5008;3.55114;5.91105;2.50082;4.5;-2.84467;-4.65064;-2.76311;-0.47246;0.0;0.0;0.0;0.0;2.94967;4.75564;2.76311;0.50396;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.105;0.105;0.0;0.0315;0.2415;0.0;10.97238;12.24936;0.00276;16.46301;11.96299;3.55113;5.91103;2.50082;0.0
18.0;0.85879;1.52749;0.5;0.5;3.6;4.75;2.31;1.98;12.64;2.0;-2.0832;7.62464;2.7;1.0;-0.74831;3.66587;3.5625;1.2;-1.87164;4.44261;1.7325;2.5;-4.76966;9.58294;1.485;0.135;5.91104;3.55113;2.50082;3.55114;5.91105;2.50082;4.5;-3.17281;-3.6762;-1.9148;-1.80659;0.0;0.0;0.0;0.0;3.24781;3.7512;1.9148;1.82909;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.075;0.075;0.0;0.0225;0.1725;0.0;10.74292;12.27041;0.00276;16.46301;11.96299;3.55113;5.91103;2.50082;0.0
19.0;0.62899;1.58603;0.5;0.5;2.58;4.955;2.97;1.368;11.873;2.0;-2.90679;7.62464;1.935;1.0;-0.71735;3.66587;3.71625;1.2;-1.45572;4.44261;2.2275;2.5;-6.90345;9.58294;1.026;0.18;5.91104;3.55113;2.50082;3.55114;5.91105;2.50082;4.5;-2.40666;-4.23345;-2.61975;-1.29703;0.0;0.0;0.0;0.0;2.40666;4.23345;2.61975;1.29703;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;10.55688;12.14291;0.00276;16.46301;11.96299;3.55113;5.91103;2.50082;0.0
20.0;0.4565;1.34556;0.5;0.5;3.3;4.055;3.33;0.99;11.675;2.0;-2.27258;7.62464;2.475;1.0;-0.87657;3.66587;3.04125;1.2;-1.29834;4.44261;2.4975;2.5;-9.53932;9.58294;0.7425;0.225;5.91103;3.55113;2.50081;3.55114;5.91105;2.50082;4.5;-3.15419;-3.66129;-3.07016;-0.95672;0.0;0.0;0.0;0.0;3.15419;3.66129;3.07016;0.95672;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;10.84235;12.18791;0.00276;16.46301;11.96299;3.55113;5.91103;2.50082;0.0
21.0;0.15319;1.22179;0.5;0.5;2.7;3.85;2.55;0.99;10.09;2.0;-2.7776;7.62464;2.025;1.0;-0.92324;3.66587;2.8875;1.2;-1.69548;4.44261;1.9125;2.5;-9.53932;9.58294;0.7425;0.27;5.91098;3.55109;1.50278;3.55114;5.91105;2.50082;4.5;-2.68989;-3.80471;-2.52991;-0.98851;0.0;0.0;0.0;0.0;2.68989;3.80471;2.52991;0.98851;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;10.01302;11.23481;0.00276;16.46301;11.96299;3.55113;5.91103;2.50082;0.0
22.0;0.10506;1.05882;0.5;0.5;2.4;4.054;1.65;0.33;8.434;2.0;-3.1248;7.62464;1.8;1.0;-0.87679;3.66587;3.0405;1.2;-2.62029;4.44261;1.2375;2.5;-28.61795;9.58294;0.2475;0.315;5.91085;3.28676;1.0e-5;3.55114;5.91105;2.50082;4.5;-2.40642;-4.06121;-1.65537;-0.33119;0.0;0.0;0.0;0.0;2.40642;4.06121;1.65537;0.33119;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;8.45418;9.513;0.00276;16.46301;11.96299;3.55113;5.91103;2.50082;0.0
23.0;0.10287;1.0796;0.5;0.5;1.8;3.785;1.05;0.15;6.785;2.0;-4.1664;7.62464;1.35;1.0;-0.9391;3.66587;2.83875;1.2;-4.1176;4.44261;0.7875;2.5;-62.95949;9.58294;0.1125;0.315;5.91094;1.65766;1.0e-5;3.55114;5.91105;2.50082;4.5;-1.80534;-3.79406;-1.05395;-0.15057;0.0;0.0;0.0;0.0;1.80534;3.79406;1.05395;0.15057;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6.80393;7.88353;0.00276;16.46301;11.96299;3.55113;5.91103;2.50082;0.0
24.0;0.10141;1.21054;0.5;0.5;1.5;3.6;0.75;0.12;5.97;2.0;-4.99968;7.62464;1.125;1.0;-0.98736;3.66587;2.7;1.2;-5.76464;4.44261;0.5625;2.5;-78.69937;9.58294;0.09;0.36;5.91093;0.92807;1.0e-5;3.55114;5.91105;2.50082;4.5;-1.50474;-3.6101;-0.75307;-0.12048;0.0;0.0;0.0;0.0;1.50474;3.6101;0.75307;0.12048;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.98839;7.19893;0.00276;16.46301;11.96299;3.55113;5.91103;2.50082;0.0
25.0;0.08678;1.28327;0.5;0.5;1.26;3.25;0.165;0.12;4.795;2.0;-5.952;7.62464;0.945;1.0;-1.09369;3.66587;2.4375;1.2;-26.20292;4.44261;0.12375;2.5;-78.69937;9.58294;0.09;1.39499;4.71397;0.00015;1.0e-5;3.55114;5.91105;2.50082;4.5;-1.26644;-3.27249;-0.16623;-0.12066;0.0;0.0;0.0;0.0;1.26644;3.27249;0.16623;0.12066;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4.82583;6.1091;0.00276;16.46301;11.96299;3.55113;5.91103;2.50082;0.0
26.0;0.08422;1.25792;0.5;0.5;0.27;3.26;0.165;0.06;3.755;2.0;-27.776;7.62464;0.2025;1.0;-1.09033;3.66587;2.445;1.2;-26.20292;4.44261;0.12375;2.5;-157.39874;9.58294;0.045;1.34999;3.69086;0.00013;1.0e-5;3.55114;5.91105;2.50082;4.5;-0.27147;-3.28491;-0.16633;-0.06035;0.0;0.0;0.0;0.0;0.27147;3.28491;0.16633;0.06035;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.78306;5.04098;0.00276;16.46301;11.96299;3.55113;5.91103;2.50082;0.0
27.0;0.08457;1.20004;0.5;0.5;0.24;3.41;0.165;0.09;3.905;2.0;-31.248;7.62464;0.18;1.0;-1.04237;3.66587;2.5575;1.2;-26.20292;4.44261;0.12375;2.5;-104.93249;9.58294;0.0675;1.30499;3.82878;0.00013;1.0e-5;3.55114;5.91105;2.50082;4.5;-0.2413;-3.43572;-0.16632;-0.09052;0.0;0.0;0.0;0.0;0.2413;3.43572;0.16632;0.09052;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.93386;5.1339;0.00276;16.46301;11.96299;3.55113;5.91103;2.50082;0.0
28.0;0.084;1.19813;0.5;0.5;0.21;3.18;0.159;0.09;3.639;2.0;-35.712;7.62464;0.1575;1.0;-1.11776;3.66587;2.385;1.2;-27.19171;4.44261;0.11925;2.5;-104.93249;9.58294;0.0675;1.26;3.60447;0.00013;1.0e-5;3.55114;5.91105;2.50082;4.5;-0.21115;-3.20449;-0.16029;-0.09052;0.0;0.0;0.0;0.0;0.21115;3.20449;0.16029;0.09052;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.66646;4.86459;0.00276;16.46301;11.96299;3.55113;5.91103;2.50082;0.0
29.0;0.08541;1.20884;0.5;0.5;0.15;3.75;0.33;0.09;4.32;2.0;-49.99681;7.62464;0.1125;1.0;-0.94786;3.66587;2.8125;1.2;-13.10146;4.44261;0.2475;2.5;-104.93249;9.58294;0.0675;1.39499;4.165;0.00014;1.0e-5;3.55114;5.91105;2.50082;4.5;-0.15079;-3.7774;-0.33257;-0.09051;0.0;0.0;0.0;0.0;0.15079;3.7774;0.33257;0.09051;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4.35128;5.56012;0.00276;16.46301;11.96299;3.55113;5.91103;2.50082;0.0
30.0;0.08852;1.27088;0.5;0.5;0.15;4.66;0.54;0.15;5.5;2.0;-49.99681;7.62464;0.1125;1.0;-0.76277;3.66587;3.495;1.2;-8.00645;4.44261;0.405;2.5;-62.95949;9.58294;0.1125;1.39499;5.41105;0.00017;1.0e-5;3.55114;5.91105;2.50082;4.5;-0.15073;-4.68996;-0.54382;-0.1508;0.0;0.0;0.0;0.0;0.15073;4.68996;0.54382;0.1508;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.53532;6.8062;0.00276;16.46301;11.96299;3.55113;5.91103;2.50082;0.0
31.0;0.10258;1.34344;0.5;0.5;0.3;5.4;1.5;0.39;7.59;2.0;-24.9984;7.62464;0.225;1.0;-0.65824;3.66587;4.05;1.2;-2.88232;4.44261;1.125;2.5;-24.21519;9.58294;0.2925;1.53;5.91094;1.51408;1.0e-5;3.55114;5.91105;2.50082;4.5;-0.3009;-5.41337;-1.50574;-0.3915;0.0;0.0;0.0;0.0;0.3009;5.41337;1.50574;0.3915;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;7.61151;8.95495;0.00276;16.46301;11.96299;3.55113;5.91103;2.50082;0.0
32.0;0.10396;1.36522;0.5;0.5;0.54;4.78;2.55;0.84;8.71;2.0;-13.888;7.62464;0.405;1.0;-0.74362;3.66587;3.585;1.2;-1.69548;4.44261;1.9125;2.5;-11.24277;9.58294;0.63;1.62;5.91084;2.56785;1.0e-5;3.55114;5.91105;2.50082;4.5;-0.54152;-4.78997;-2.55895;-0.84312;0.0;0.0;0.0;0.0;0.54152;4.78997;2.55895;0.84312;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;8.73356;10.09878;0.00276;16.46301;11.96299;3.55113;5.91103;2.50082;0.0
33.0;0.10427;1.40152;0.5;0.5;0.9;4.77;2.82;0.54;9.03;2.0;-8.3328;7.62464;0.675;1.0;-0.74518;3.66587;3.5775;1.2;-1.53315;4.44261;2.115;2.5;-17.48875;9.58294;0.405;1.665;5.91084;2.87909;1.0e-5;3.55114;5.91105;2.50082;4.5;-0.9025;-4.77955;-2.8297;-0.54199;0.0;0.0;0.0;0.0;0.9025;4.77955;2.8297;0.54199;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;9.05373;10.45526;0.00276;16.46301;11.96299;3.55113;5.91103;2.50082;0.0
34.0;0.1051;1.47287;0.5;0.5;1.14;4.97;3.18;0.27;9.56;2.0;-6.57853;7.62464;0.855;1.0;-0.71519;3.66587;3.7275;1.2;-1.35959;4.44261;2.385;2.5;-34.9775;9.58294;0.2025;1.665;5.91085;3.30725;1.0e-5;3.55114;5.91105;2.50082;4.5;-1.06804;-4.90378;-3.19032;-0.24847;0.0;0.0;0.0;0.0;1.14304;4.97878;3.19032;0.27097;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.075;0.075;0.0;0.0225;0.1725;0.0;9.58312;11.05599;0.00276;16.46301;11.96299;3.55113;5.91103;2.50082;0.0
35.0;0.10393;1.4102;0.5;0.5;1.47;4.29;3.42;0.18;9.36;2.0;-5.10171;7.62464;1.1025;1.0;-0.82855;3.66587;3.2175;1.2;-1.26418;4.44261;2.565;2.5;-52.46625;9.58294;0.135;1.665;5.91084;2.49564;1.0e-5;3.55114;5.91105;2.50082;4.5;-1.15915;-3.98399;-3.43202;-0.08617;0.0;0.0;0.0;0.0;1.47415;4.29899;3.43202;0.18067;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.315;0.315;0.0;0.0945;0.7245;0.0;9.38584;10.79604;0.00276;16.46301;11.96299;3.55113;5.91103;2.50082;0.0
36.0;0.10397;1.31434;0.5;0.5;1.17;5.02;3.78;0.21;10.18;2.0;-6.40985;7.62464;0.8775;1.0;-0.70807;3.66587;3.765;1.2;-1.14378;4.44261;2.835;2.5;-44.97107;9.58294;0.1575;1.71;5.91084;2.59024;1.0e-5;3.55114;5.91105;2.50082;4.5;-0.6033;-4.46046;-3.79325;-0.03978;0.0;0.0;0.0;0.0;1.1733;5.03046;3.79325;0.21078;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.57;0.57;0.0;0.171;1.311;0.0;10.20779;11.52213;0.00276;16.46301;11.96299;3.55113;5.91103;2.50082;0.0
37.0;0.10403;1.15546;0.5;0.5;1.47;5.02;3.99;0.24;10.72;2.0;-5.10171;7.62464;1.1025;1.0;-0.70807;3.66587;3.765;1.2;-1.08358;4.44261;2.9925;2.5;-39.34968;9.58294;0.18;1.8;5.91084;2.71041;1.0e-5;3.55114;5.91105;2.50082;4.5;-0.82913;-4.38537;-4.00393;-0.04739;0.0;0.0;0.0;0.0;1.47413;5.03037;4.00393;0.24089;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.645;0.645;0.0;0.1935;1.4835;0.0;10.74933;11.90478;0.00276;16.46301;11.96299;3.55113;5.91103;2.50082;0.0
38.0;0.10405;1.32303;0.5;0.5;1.98;4.75;3.63;0.3;10.66;2.0;-3.78764;7.62464;1.485;1.0;-0.74831;3.66587;3.5625;1.2;-1.19104;4.44261;2.7225;2.5;-31.47975;9.58294;0.225;1.89;5.91084;2.72774;1.0e-5;3.55114;5.91105;2.50082;4.5;-1.34056;-4.1148;-3.64266;-0.10761;0.0;0.0;0.0;0.0;1.98556;4.7598;3.64266;0.30111;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.645;0.645;0.0;0.1935;1.4835;0.0;10.68913;12.01216;0.00276;16.46301;11.96299;3.55113;5.91103;2.50082;0.0
